UTC,Longitude (deg),Latitude (deg),Elevation (m),TB X (K),TB K (K),TB Ka (K),Antenna Longitude (deg),Antenna Latitude (deg),Antenna Altitude (m),Antenna Yaw (deg),Antenna Pitch (deg),Antenna Look Angle (deg)
20200210-22:52:04.718500,-108.115052,39.014491,3150,234.2,166.6,85,-108.052113,39.024629,4914.8,0.89,1.55,44.6
20200210-22:52:04.818500,-108.115144,39.014491,3150,233.2,168.2,85,-108.052117,39.024629,4914.8,0.89,1.56,44.6
20200210-22:52:04.918500,-108.115237,39.014491,3150,235.1,166.2,84.8,-108.05212,39.024629,4914.8,0.89,1.56,44.6
20200210-22:52:05.018500,-108.115329,39.014491,3150,237.1,166.2,85.2,-108.052124,39.024629,4914.8,0.91,1.56,44.7
20200210-22:52:05.118500,-108.115422,39.014491,3150,234.3,166.6,85.1,-108.052128,39.024629,4914.8,0.91,1.56,44.7
20200210-22:52:05.218520,-108.115422,39.014491,3150,233.1,167.9,85.2,-108.052132,39.02463,4914.8,0.9,1.56,44.7
20200210-22:52:05.318520,-108.115515,39.014491,3150,234.6,167.8,85.3,-108.052135,39.02463,4914.8,0.9,1.56,44.7
20200210-22:52:05.418500,-108.115607,39.014491,3150,235.1,167.3,85.5,-108.052139,39.02463,4914.8,0.89,1.57,44.7
20200210-22:52:05.518500,-108.1157,39.014491,3150,234.8,166.7,85,-108.052143,39.02463,4914.8,0.9,1.56,44.7
20200210-22:52:05.618520,-108.115792,39.014491,3150,234,166.7,85.2,-108.052147,39.02463,4914.8,0.9,1.56,44.7
20200210-22:52:05.718520,-108.115885,39.014491,3150,236.2,166.7,84.9,-108.052151,39.024631,4914.8,0.9,1.56,44.7
20200210-22:52:05.818520,-108.115885,39.014491,3150,234.7,166.5,84.7,-108.052154,39.024631,4914.8,0.91,1.57,44.7
20200210-22:52:05.918520,-108.115978,39.014584,3150,235.4,166.3,84.6,-108.052158,39.024631,4914.8,0.92,1.57,44.7
20200210-22:52:06.018520,-108.11607,39.014584,3150,234.6,166.1,84.6,-108.052162,39.024631,4914.8,0.91,1.57,44.7
20200210-22:52:06.118520,-108.116163,39.014584,3150,233.6,165.7,84.1,-108.052166,39.024631,4914.8,0.9,1.56,44.7
20200210-22:52:06.218520,-108.116255,39.014584,3150,234,166.2,84.3,-108.052169,39.024632,4914.8,0.89,1.56,44.7
20200210-22:52:06.318540,-108.116255,39.014584,3150,232.9,166.5,84.4,-108.052173,39.024632,4914.8,0.89,1.57,44.7
20200210-22:52:06.418540,-108.116348,39.014584,3150,233.5,165.7,84.2,-108.052177,39.024632,4914.8,0.89,1.57,44.7
20200210-22:52:06.518540,-108.116441,39.014584,3150,233.8,165.9,84.2,-108.052181,39.024632,4914.8,0.9,1.57,44.7
20200210-22:52:06.618540,-108.116533,39.014584,3150,236,165.9,83.8,-108.052184,39.024632,4914.8,0.89,1.56,44.7
20200210-22:52:06.718540,-108.116626,39.014584,3150,234.7,166.6,83.7,-108.052188,39.024633,4914.8,0.89,1.57,44.7
20200210-22:52:06.818540,-108.116718,39.014584,3151,233.3,165.7,83.6,-108.052192,39.024633,4914.8,0.89,1.57,44.7
20200210-22:52:06.918540,-108.116718,39.014584,3151,235.2,165,83.4,-108.052196,39.024633,4914.8,0.89,1.57,44.7
20200210-22:52:07.018560,-108.116811,39.014677,3151,233.7,167.1,83.7,-108.052199,39.024633,4914.7,0.9,1.57,44.7
20200210-22:52:07.118560,-108.116904,39.014677,3152,233.7,166.8,83.5,-108.052203,39.024633,4914.7,0.91,1.57,44.7
20200210-22:52:07.218560,-108.116996,39.014677,3152,233.3,166,83.5,-108.052207,39.024634,4914.7,0.91,1.57,44.7
20200210-22:52:07.318560,-108.117089,39.014677,3152,232.3,166.9,83.5,-108.052211,39.024634,4914.7,0.91,1.57,44.7
20200210-22:52:07.418560,-108.117089,39.014677,3152,233.6,166.1,83.5,-108.052214,39.024634,4914.7,0.9,1.57,44.7
20200210-22:52:07.518560,-108.117181,39.014677,3152,234.5,166.4,83.5,-108.052218,39.024634,4914.7,0.9,1.57,44.7
20200210-22:52:07.618560,-108.117274,39.014677,3152,233.3,166.5,83.6,-108.052222,39.024634,4914.7,0.9,1.57,44.7
20200210-22:52:07.718560,-108.117367,39.014677,3152,233.9,166.5,83.3,-108.052226,39.024635,4914.7,0.91,1.57,44.7
20200210-22:52:07.818560,-108.117459,39.014677,3152,232.7,166.8,83.6,-108.052229,39.024635,4914.7,0.91,1.58,44.7
20200210-22:52:07.918560,-108.117552,39.014677,3152,233.9,166.4,83.7,-108.052233,39.024635,4914.7,0.92,1.58,44.7
20200210-22:52:08.018580,-108.117552,39.014677,3152,234,167,83.7,-108.052237,39.024635,4914.7,0.92,1.57,44.7
20200210-22:52:08.118580,-108.117644,39.014677,3152,233.8,166.1,83.7,-108.052241,39.024635,4914.7,0.9,1.57,44.7
20200210-22:52:08.218580,-108.117737,39.014677,3152,234.6,166.2,83.6,-108.052244,39.024635,4914.7,0.9,1.57,44.7
20200210-22:52:08.318580,-108.11783,39.014677,3152,234.2,165.9,84.2,-108.052248,39.024636,4914.7,0.89,1.58,44.7
20200210-22:52:08.418580,-108.117922,39.014769,3152,234.3,166.2,84,-108.052252,39.024636,4914.7,0.9,1.58,44.7
20200210-22:52:08.518580,-108.117922,39.014769,3152,234.9,166.9,84.2,-108.052256,39.024636,4914.7,0.91,1.57,44.7
20200210-22:52:08.618580,-108.118015,39.014769,3152,235.4,166.8,84.6,-108.05226,39.024636,4914.7,0.91,1.58,44.7
20200210-22:52:08.718600,-108.118107,39.014769,3152,234.8,165.5,85,-108.052263,39.024636,4914.7,0.92,1.58,44.7
20200210-22:52:08.818600,-108.1182,39.014769,3151,234.1,166.8,85.3,-108.052267,39.024637,4914.7,0.91,1.58,44.7
20200210-22:52:08.918600,-108.118293,39.014769,3151,235.5,166.7,85.4,-108.052271,39.024637,4914.7,0.9,1.58,44.7
20200210-22:52:09.018600,-108.118385,39.014769,3151,235.9,167,85.6,-108.052275,39.024637,4914.7,0.9,1.58,44.7
20200210-22:52:09.118600,-108.118478,39.014769,3150,235.5,167.9,86,-108.052278,39.024637,4914.7,0.9,1.57,44.7
20200210-22:52:09.218600,-108.118478,39.014769,3150,232.9,165.9,86.3,-108.052282,39.024637,4914.7,0.92,1.58,44.7
20200210-22:52:09.318600,-108.11857,39.014769,3150,233.1,167.5,86.5,-108.052286,39.024638,4914.7,0.92,1.58,44.7
20200210-22:52:09.418600,-108.118663,39.014769,3150,234,167.2,87,-108.05229,39.024638,4914.7,0.92,1.58,44.7
20200210-22:52:09.518600,-108.118755,39.014769,3150,233.5,167,87.8,-108.052293,39.024638,4914.7,0.9,1.58,44.7
20200210-22:52:09.618600,-108.118848,39.014769,3150,232.6,166.5,88.2,-108.052297,39.024638,4914.7,0.89,1.58,44.7
20200210-22:52:09.718620,-108.118941,39.014769,3149,234.2,167.7,88.6,-108.052301,39.024638,4914.6,0.89,1.58,44.7
20200210-22:52:09.818620,-108.119033,39.014769,3149,233.2,167.2,89,-108.052305,39.024639,4914.6,0.9,1.58,44.7
20200210-22:52:09.918620,-108.119033,39.014769,3149,233.8,166.7,89.3,-108.052308,39.024639,4914.6,0.92,1.58,44.7
20200210-22:52:10.018620,-108.119126,39.014769,3149,235.7,166.9,89.7,-108.052312,39.024639,4914.6,0.92,1.58,44.7
20200210-22:52:10.118620,-108.119218,39.014769,3149,232.1,167.1,89.9,-108.052316,39.024639,4914.6,0.92,1.58,44.7
20200210-22:52:10.218620,-108.119311,39.014862,3149,233.4,166.8,90,-108.05232,39.024639,4914.6,0.91,1.58,44.7
20200210-22:52:10.318620,-108.119404,39.014862,3149,233.8,167.5,90.2,-108.052323,39.02464,4914.6,0.9,1.58,44.7
20200210-22:52:10.418640,-108.119404,39.014862,3149,234.8,166.9,90.1,-108.052327,39.02464,4914.6,0.9,1.58,44.7
20200210-22:52:10.518640,-108.119496,39.014862,3149,233.8,167.2,90.3,-108.052331,39.02464,4914.6,0.91,1.58,44.7
20200210-22:52:10.618640,-108.119589,39.014862,3148,233.3,166.7,89.8,-108.052335,39.02464,4914.6,0.92,1.58,44.7
20200210-22:52:10.718640,-108.119681,39.014862,3148,233.2,166.3,89.7,-108.052338,39.02464,4914.6,0.91,1.58,44.7
20200210-22:52:10.818640,-108.119774,39.014862,3148,236.5,167.3,89.5,-108.052342,39.024641,4914.6,0.91,1.58,44.7
20200210-22:52:10.918640,-108.119867,39.014862,3147,233.8,167.7,89.2,-108.052346,39.024641,4914.6,0.91,1.58,44.7
20200210-22:52:11.018640,-108.119959,39.014862,3147,235.8,167.7,88.8,-108.05235,39.024641,4914.6,0.91,1.58,44.7
20200210-22:52:11.118640,-108.120052,39.014862,3147,235.6,167.7,88.1,-108.052354,39.024641,4914.6,0.91,1.58,44.7
20200210-22:52:11.218640,-108.120144,39.014862,3147,235.6,167.7,87.8,-108.052357,39.024641,4914.6,0.91,1.58,44.7
20200210-22:52:11.318640,-108.120144,39.014862,3147,234.6,166.5,87.5,-108.052361,39.024642,4914.6,0.91,1.58,44.7
20200210-22:52:11.418640,-108.120237,39.014862,3147,234.8,165.7,86.8,-108.052365,39.024642,4914.6,0.92,1.58,44.7
20200210-22:52:11.518660,-108.12033,39.014862,3147,234.4,166.5,86.3,-108.052369,39.024642,4914.6,0.91,1.58,44.7
20200210-22:52:11.618660,-108.120422,39.014862,3147,234.1,166.2,86.2,-108.052372,39.024642,4914.6,0.91,1.57,44.7
20200210-22:52:11.718660,-108.120515,39.014862,3146,234,166.4,85.7,-108.052376,39.024642,4914.6,0.91,1.57,44.7
20200210-22:52:11.818660,-108.120607,39.014862,3146,233.9,165.9,85.6,-108.05238,39.024643,4914.6,0.91,1.58,44.7
20200210-22:52:11.918660,-108.1207,39.014862,3146,233.7,166.3,85.4,-108.052384,39.024643,4914.6,0.92,1.57,44.7
20200210-22:52:12.018660,-108.1207,39.014954,3146,235.9,166.1,84.9,-108.052387,39.024643,4914.6,0.91,1.57,44.7
20200210-22:52:12.118660,-108.120793,39.014954,3146,237.6,165.2,84.8,-108.052391,39.024643,4914.6,0.92,1.57,44.7
20200210-22:52:12.218680,-108.120885,39.014954,3145,236.7,165.8,84.7,-108.052395,39.024643,4914.6,0.92,1.57,44.7
20200210-22:52:12.318680,-108.120978,39.014954,3145,234.4,165.5,84.9,-108.052399,39.024644,4914.6,0.92,1.57,44.7
20200210-22:52:12.418680,-108.12107,39.014954,3144,235.7,165.7,84.7,-108.052402,39.024644,4914.5,0.92,1.57,44.7
20200210-22:52:12.518680,-108.121163,39.014954,3144,234,165.6,84.8,-108.052406,39.024644,4914.5,0.92,1.57,44.7
20200210-22:52:12.618680,-108.121256,39.014954,3143,235.6,166,84.6,-108.05241,39.024644,4914.5,0.93,1.57,44.7
20200210-22:52:12.718680,-108.121348,39.014954,3143,234.5,165.2,84.2,-108.052414,39.024644,4914.5,0.92,1.57,44.7
20200210-22:52:12.818680,-108.121348,39.014954,3143,235.4,165.9,84.2,-108.052417,39.024645,4914.5,0.92,1.57,44.7
20200210-22:52:12.918700,-108.121441,39.014954,3143,235.4,165.9,84.1,-108.052421,39.024645,4914.5,0.91,1.57,44.7
20200210-22:52:13.018680,-108.121533,39.014954,3142,233.7,164.4,84.5,-108.052425,39.024645,4914.5,0.92,1.57,44.7
20200210-22:52:13.118680,-108.121626,39.014954,3142,234.3,166.4,84.5,-108.052429,39.024645,4914.5,0.92,1.57,44.7
20200210-22:52:13.218680,-108.121719,39.014954,3142,234.3,164.9,84.5,-108.052432,39.024645,4914.5,0.93,1.57,44.7
20200210-22:52:13.318700,-108.121811,39.014954,3142,232.7,166.3,84.6,-108.052436,39.024645,4914.5,0.94,1.57,44.7
20200210-22:52:13.418700,-108.121904,39.014954,3142,235.2,165.1,84.5,-108.05244,39.024646,4914.5,0.93,1.57,44.7
20200210-22:52:13.518700,-108.121996,39.014954,3142,233.7,166,84,-108.052444,39.024646,4914.5,0.93,1.57,44.7
20200210-22:52:13.618700,-108.122089,39.014954,3142,234,164.5,84,-108.052447,39.024646,4914.5,0.92,1.57,44.7
20200210-22:52:13.718700,-108.122089,39.015047,3143,233,164.8,83.8,-108.052451,39.024646,4914.5,0.92,1.57,44.7
20200210-22:52:13.818700,-108.122182,39.015047,3143,234.2,165.2,83.7,-108.052455,39.024646,4914.5,0.92,1.57,44.7
20200210-22:52:13.918700,-108.122274,39.015047,3143,232.8,164.7,83.8,-108.052459,39.024647,4914.5,0.93,1.57,44.7
20200210-22:52:14.018720,-108.122367,39.015047,3143,233.2,164.7,83.8,-108.052463,39.024647,4914.5,0.93,1.57,44.7
20200210-22:52:14.118720,-108.122459,39.015047,3143,233.8,164.7,83.6,-108.052466,39.024647,4914.5,0.92,1.57,44.7
20200210-22:52:14.218720,-108.122552,39.015047,3143,232.3,164.8,83.8,-108.05247,39.024647,4914.5,0.93,1.57,44.7
20200210-22:52:14.318720,-108.122645,39.015047,3143,231.3,163.7,83.6,-108.052474,39.024647,4914.5,0.93,1.57,44.7
20200210-22:52:14.418720,-108.122737,39.015047,3143,229.8,165.4,83.7,-108.052478,39.024648,4914.5,0.94,1.57,44.7
20200210-22:52:14.518720,-108.122737,39.015047,3143,229.5,164.5,83.2,-108.052481,39.024648,4914.5,0.94,1.57,44.7
20200210-22:52:14.618720,-108.12283,39.015047,3143,229.2,164.3,83,-108.052485,39.024648,4914.5,0.95,1.56,44.7
20200210-22:52:14.718740,-108.122922,39.015047,3143,230.6,164.9,83.3,-108.052489,39.024648,4914.5,0.95,1.56,44.7
20200210-22:52:14.818740,-108.123015,39.015047,3142,230.3,164.3,83.2,-108.052493,39.024648,4914.5,0.93,1.57,44.7
20200210-22:52:14.918720,-108.123108,39.015047,3143,231,164.3,83.2,-108.052496,39.024649,4914.5,0.93,1.57,44.7
20200210-22:52:15.018740,-108.1232,39.015047,3143,229.4,164.7,83.4,-108.0525,39.024649,4914.5,0.94,1.57,44.7
20200210-22:52:15.118740,-108.123293,39.01514,3143,228.6,162.6,82.9,-108.052504,39.024649,4914.5,0.93,1.56,44.7
20200210-22:52:15.218740,-108.123293,39.01514,3143,229.4,163.9,83,-108.052508,39.024649,4914.5,0.94,1.56,44.7
20200210-22:52:15.318740,-108.123385,39.01514,3142,228.1,163.1,82.9,-108.052511,39.024649,4914.4,0.94,1.57,44.7
20200210-22:52:15.418740,-108.123478,39.01514,3142,230.2,164,82.7,-108.052515,39.02465,4914.4,0.93,1.57,44.7
20200210-22:52:15.518740,-108.123571,39.01514,3142,228.3,164.1,82.6,-108.052519,39.02465,4914.4,0.94,1.56,44.7
20200210-22:52:15.618740,-108.123663,39.01514,3141,230.2,164.1,82.4,-108.052523,39.02465,4914.4,0.93,1.56,44.7
20200210-22:52:15.718760,-108.123756,39.01514,3141,230.1,164.7,82.4,-108.052526,39.02465,4914.4,0.94,1.56,44.7
20200210-22:52:15.818760,-108.123848,39.01514,3141,230,163.1,82.6,-108.05253,39.02465,4914.4,0.95,1.56,44.7
20200210-22:52:15.918760,-108.123848,39.01514,3141,229.6,163.2,82.1,-108.052534,39.024651,4914.4,0.96,1.57,44.7
20200210-22:52:16.018760,-108.123941,39.01514,3141,229.9,163.6,82,-108.052538,39.024651,4914.4,0.96,1.56,44.7
20200210-22:52:16.118760,-108.124034,39.01514,3140,229,163,82.1,-108.052541,39.024651,4914.4,0.95,1.56,44.7
20200210-22:52:16.218760,-108.124126,39.01514,3139,230.3,162.8,82.1,-108.052545,39.024651,4914.4,0.94,1.56,44.7
20200210-22:52:16.318760,-108.124219,39.01514,3139,229,163.4,82.2,-108.052549,39.024651,4914.4,0.94,1.56,44.7
20200210-22:52:16.418780,-108.124311,39.01514,3139,231,163.6,82.3,-108.052553,39.024652,4914.4,0.94,1.56,44.7
20200210-22:52:16.518780,-108.124311,39.01514,3139,231,162.3,82.2,-108.052556,39.024652,4914.4,0.95,1.56,44.7
20200210-22:52:16.618780,-108.124404,39.01514,3139,229.5,163.3,81.7,-108.05256,39.024652,4914.4,0.95,1.56,44.7
20200210-22:52:16.718780,-108.124496,39.01514,3138,228.7,163.1,82.2,-108.052564,39.024652,4914.4,0.96,1.56,44.7
20200210-22:52:16.818780,-108.124589,39.01514,3138,229.9,163.4,82.5,-108.052568,39.024652,4914.4,0.95,1.56,44.7
20200210-22:52:16.918780,-108.124682,39.01514,3138,230.4,163.7,82.4,-108.052572,39.024653,4914.4,0.94,1.55,44.7
20200210-22:52:17.018780,-108.124682,39.015232,3138,230.8,163.9,82.9,-108.052575,39.024653,4914.4,0.93,1.55,44.7
20200210-22:52:17.118780,-108.124774,39.015232,3138,230.4,164.1,83,-108.052579,39.024653,4914.4,0.93,1.55,44.7
20200210-22:52:17.218780,-108.124867,39.015232,3138,230.1,164.2,83.1,-108.052583,39.024653,4914.4,0.96,1.55,44.7
20200210-22:52:17.318780,-108.124959,39.015232,3138,229.9,162.6,83.2,-108.052587,39.024653,4914.4,0.97,1.55,44.7
20200210-22:52:17.418800,-108.125052,39.015232,3138,231.2,164,83.4,-108.05259,39.024654,4914.4,0.98,1.55,44.7
20200210-22:52:17.518800,-108.125052,39.015232,3138,234.5,164.8,83.2,-108.052594,39.024654,4914.4,0.96,1.55,44.7
20200210-22:52:17.618800,-108.125145,39.015232,3138,231.6,164.6,83.6,-108.052598,39.024654,4914.4,0.96,1.55,44.7
20200210-22:52:17.718800,-108.125237,39.015232,3138,231.8,166.3,83.4,-108.052602,39.024654,4914.4,0.95,1.55,44.7
20200210-22:52:17.818800,-108.12533,39.015232,3138,232.9,164.7,83.9,-108.052605,39.024654,4914.4,0.95,1.55,44.7
20200210-22:52:17.918800,-108.125422,39.015232,3138,231.9,165.2,83.9,-108.052609,39.024655,4914.4,0.95,1.55,44.7
20200210-22:52:18.018800,-108.125515,39.015232,3138,232.9,164.8,84,-108.052613,39.024655,4914.4,0.96,1.55,44.7
20200210-22:52:18.118820,-108.125515,39.015232,3138,234,164.7,84,-108.052617,39.024655,4914.4,0.96,1.55,44.7
20200210-22:52:18.218820,-108.125608,39.015232,3138,233.8,166.3,84.1,-108.05262,39.024655,4914.3,0.95,1.54,44.7
20200210-22:52:18.318820,-108.1257,39.015232,3138,234.1,165.6,84.3,-108.052624,39.024655,4914.3,0.95,1.54,44.7
20200210-22:52:18.418820,-108.125793,39.015232,3138,233.3,166.9,84.4,-108.052628,39.024655,4914.3,0.93,1.54,44.7
20200210-22:52:18.518820,-108.125885,39.015232,3138,231.5,165.1,84.3,-108.052632,39.024656,4914.3,0.94,1.54,44.7
20200210-22:52:18.618820,-108.125978,39.015232,3138,234.1,166.3,84.6,-108.052635,39.024656,4914.3,0.95,1.54,44.7
20200210-22:52:18.718820,-108.125978,39.015325,3138,232.3,165.4,84.4,-108.052639,39.024656,4914.3,0.96,1.54,44.7
20200210-22:52:18.818820,-108.126071,39.015325,3138,232,166.2,84.7,-108.052643,39.024656,4914.3,0.97,1.54,44.7
20200210-22:52:18.918820,-108.126163,39.015325,3138,232.7,166.1,84.6,-108.052647,39.024656,4914.3,0.98,1.54,44.7
20200210-22:52:19.018820,-108.126256,39.015325,3139,235.2,165.6,84.7,-108.05265,39.024657,4914.3,0.97,1.54,44.7
20200210-22:52:19.118820,-108.126348,39.015325,3139,234.4,166.5,84.8,-108.052654,39.024657,4914.3,0.96,1.54,44.7
20200210-22:52:19.218840,-108.126441,39.015325,3139,232.5,166.4,84.7,-108.052658,39.024657,4914.3,0.96,1.53,44.7
20200210-22:52:19.318840,-108.126441,39.015325,3139,233.1,166.9,84.7,-108.052662,39.024657,4914.3,0.96,1.54,44.7
20200210-22:52:19.418840,-108.126534,39.015325,3139,234.2,166.6,84.8,-108.052665,39.024657,4914.3,0.98,1.54,44.7
20200210-22:52:19.518840,-108.126626,39.015325,3139,232.3,167.6,84.8,-108.052669,39.024658,4914.3,0.98,1.54,44.7
20200210-22:52:19.618840,-108.126719,39.015325,3139,233.3,167.3,85.1,-108.052673,39.024658,4914.3,0.98,1.53,44.7
20200210-22:52:19.718840,-108.126811,39.015325,3139,234.8,167.3,84.8,-108.052677,39.024658,4914.3,0.96,1.53,44.7
20200210-22:52:19.818840,-108.126904,39.015325,3139,234.1,166.3,85,-108.05268,39.024658,4914.3,0.96,1.53,44.7
20200210-22:52:19.918860,-108.126904,39.015417,3139,234.6,168.5,85.2,-108.052684,39.024658,4914.3,0.95,1.53,44.7
20200210-22:52:20.018860,-108.126997,39.015417,3139,234.8,166.6,84.9,-108.052688,39.024659,4914.3,0.96,1.53,44.7
20200210-22:52:20.118860,-108.127089,39.015417,3139,235.5,167.6,85,-108.052692,39.024659,4914.3,0.96,1.53,44.7
20200210-22:52:20.218860,-108.127182,39.015417,3138,235,167.6,85.1,-108.052696,39.024659,4914.3,0.96,1.53,44.7
20200210-22:52:20.318860,-108.127274,39.015417,3138,235.9,167.8,85.1,-108.052699,39.024659,4914.3,0.97,1.53,44.7
20200210-22:52:20.418860,-108.127367,39.015417,3138,234.7,168.7,85.3,-108.052703,39.024659,4914.3,0.97,1.53,44.7
20200210-22:52:20.518860,-108.127367,39.015417,3138,235,168.2,85.1,-108.052707,39.02466,4914.3,0.98,1.53,44.7
20200210-22:52:20.618880,-108.12746,39.015417,3138,234.8,168.7,85.5,-108.052711,39.02466,4914.3,0.99,1.53,44.7
20200210-22:52:20.718860,-108.127552,39.015417,3137,235.3,169.1,85.8,-108.052714,39.02466,4914.3,0.98,1.53,44.7
20200210-22:52:20.818860,-108.127645,39.015417,3137,234.9,169,85.7,-108.052718,39.02466,4914.3,0.99,1.53,44.7
20200210-22:52:20.918880,-108.127737,39.015417,3137,235.7,168.6,86.4,-108.052722,39.02466,4914.3,0.99,1.53,44.7
20200210-22:52:21.018880,-108.12783,39.015417,3136,237.5,169.5,86.7,-108.052726,39.024661,4914.3,0.99,1.53,44.7
20200210-22:52:21.118880,-108.127923,39.015417,3136,237.5,168.5,87,-108.052729,39.024661,4914.3,0.98,1.53,44.7
20200210-22:52:21.218880,-108.127923,39.015417,3136,237.1,168.7,87.2,-108.052733,39.024661,4914.2,0.97,1.53,44.7
20200210-22:52:21.318880,-108.128015,39.015417,3136,235.9,168.9,87.6,-108.052737,39.024661,4914.2,0.97,1.53,44.7
20200210-22:52:21.418880,-108.128108,39.015417,3135,235.7,169.2,87.6,-108.052741,39.024661,4914.2,0.97,1.53,44.7
20200210-22:52:21.518880,-108.1282,39.015417,3135,236.3,168.8,88,-108.052744,39.024662,4914.2,0.97,1.52,44.7
20200210-22:52:21.618900,-108.128293,39.015417,3135,235.5,169,88.4,-108.052748,39.024662,4914.2,0.97,1.53,44.7
20200210-22:52:21.718900,-108.128386,39.015417,3134,235.9,169.3,88.9,-108.052752,39.024662,4914.2,0.98,1.53,44.7
20200210-22:52:21.818900,-108.128386,39.015417,3134,237.9,169.1,89.2,-108.052756,39.024662,4914.2,0.97,1.53,44.7
20200210-22:52:21.918900,-108.128478,39.015417,3134,236,169.7,89.5,-108.052759,39.024662,4914.2,0.98,1.52,44.7
20200210-22:52:22.018900,-108.128571,39.015417,3134,236,169.1,89.5,-108.052763,39.024663,4914.2,0.98,1.52,44.7
20200210-22:52:22.118900,-108.128663,39.015417,3134,237.8,169.3,89.8,-108.052767,39.024663,4914.2,0.99,1.52,44.7
20200210-22:52:22.218900,-108.128756,39.015417,3133,237.2,168.9,89.5,-108.052771,39.024663,4914.2,1,1.53,44.7
20200210-22:52:22.318920,-108.128849,39.015417,3133,237.1,168.8,89.7,-108.052774,39.024663,4914.2,0.98,1.53,44.7
20200210-22:52:22.418920,-108.128849,39.01551,3133,237.5,169.2,89.9,-108.052778,39.024663,4914.2,0.98,1.52,44.7
20200210-22:52:22.518920,-108.128941,39.01551,3133,236.6,170.3,89.8,-108.052782,39.024664,4914.2,0.97,1.52,44.7
20200210-22:52:22.618900,-108.129034,39.01551,3133,236.1,169,89.9,-108.052786,39.024664,4914.2,0.98,1.52,44.7
20200210-22:52:22.718920,-108.129126,39.01551,3132,236.2,170,89.8,-108.052789,39.024664,4914.2,0.98,1.52,44.7
20200210-22:52:22.818920,-108.129219,39.01551,3132,237.4,170.4,90.1,-108.052793,39.024664,4914.2,0.97,1.52,44.7
20200210-22:52:22.918920,-108.129312,39.01551,3132,234.6,170.2,90.2,-108.052797,39.024664,4914.2,0.98,1.52,44.7
20200210-22:52:23.018920,-108.129312,39.01551,3132,234.1,170.6,90.5,-108.052801,39.024665,4914.2,0.97,1.52,44.7
20200210-22:52:23.118920,-108.129404,39.01551,3132,235.4,171.1,90.8,-108.052804,39.024665,4914.2,0.97,1.52,44.7
20200210-22:52:23.218920,-108.129497,39.01551,3131,236.8,170.7,91.2,-108.052808,39.024665,4914.2,0.97,1.52,44.7
20200210-22:52:23.318920,-108.129589,39.01551,3131,237,171.5,91.4,-108.052812,39.024665,4914.2,0.97,1.52,44.7
20200210-22:52:23.418940,-108.129682,39.01551,3131,235.8,172.1,91.6,-108.052816,39.024665,4914.2,0.97,1.52,44.7
20200210-22:52:23.518940,-108.129775,39.01551,3130,235.3,171.7,92.2,-108.05282,39.024666,4914.2,0.98,1.52,44.8
20200210-22:52:23.618940,-108.129867,39.01551,3130,237.5,171.2,92.6,-108.052823,39.024666,4914.2,0.98,1.52,44.8
20200210-22:52:23.718940,-108.129867,39.01551,3130,236.8,171.8,93,-108.052827,39.024666,4914.2,0.98,1.52,44.8
20200210-22:52:23.818940,-108.12996,39.01551,3130,238,172.1,93.4,-108.052831,39.024666,4914.2,0.99,1.52,44.8
20200210-22:52:23.918940,-108.130052,39.01551,3129,238.1,172.6,93.6,-108.052835,39.024666,4914.2,0.99,1.52,44.8
20200210-22:52:24.018940,-108.130145,39.01551,3129,238.8,172.7,94.1,-108.052838,39.024667,4914.2,0.99,1.52,44.8
20200210-22:52:24.118960,-108.130238,39.01551,3128,238.3,172.6,94.9,-108.052842,39.024667,4914.1,0.98,1.52,44.8
20200210-22:52:24.218960,-108.13033,39.01551,3128,239,173.2,95.2,-108.052846,39.024667,4914.1,0.98,1.52,44.8
20200210-22:52:24.318960,-108.130423,39.01551,3127,239,173.1,95.4,-108.05285,39.024667,4914.1,0.97,1.52,44.8
20200210-22:52:24.418960,-108.130423,39.01551,3127,240.4,173.5,95.9,-108.052853,39.024667,4914.1,0.95,1.52,44.8
20200210-22:52:24.518960,-108.130515,39.01551,3127,239.4,173.5,96.3,-108.052857,39.024668,4914.1,0.96,1.53,44.8
20200210-22:52:24.618960,-108.130608,39.01551,3127,240.3,173.3,96.3,-108.052861,39.024668,4914.1,0.96,1.53,44.8
20200210-22:52:24.718960,-108.1307,39.01551,3126,241,174.2,96.4,-108.052865,39.024668,4914.1,0.98,1.52,44.8
20200210-22:52:24.818960,-108.130793,39.015603,3126,238.2,173.4,96.3,-108.052868,39.024668,4914.1,0.98,1.52,44.8
20200210-22:52:24.918960,-108.130886,39.015603,3126,241,173.8,96.2,-108.052872,39.024668,4914.1,0.97,1.52,44.8
20200210-22:52:25.018960,-108.130886,39.015603,3126,240.9,173.2,96.2,-108.052876,39.024668,4914.1,0.96,1.53,44.8
20200210-22:52:25.118980,-108.130978,39.015603,3126,239.4,173.3,95.8,-108.05288,39.024669,4914.1,0.96,1.52,44.8
20200210-22:52:25.218980,-108.131071,39.015603,3125,241.1,173,95.7,-108.052883,39.024669,4914.1,0.97,1.52,44.8
20200210-22:52:25.318980,-108.131163,39.015603,3125,241.9,173.2,95.3,-108.052887,39.024669,4914.1,0.98,1.52,44.8
20200210-22:52:25.418980,-108.131256,39.015603,3125,242,173.4,95.2,-108.052891,39.024669,4914.1,0.99,1.52,44.8
20200210-22:52:25.518980,-108.131349,39.015603,3125,241.2,172.5,94.7,-108.052895,39.024669,4914.1,0.99,1.53,44.8
